Name,N,Breakfast,Lunch,Dinner,Snack,R,M,H,P,I,K,C,Other,serving_size,Q,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin, vitamin_a ,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Food 819,819,0,1,0,1,0,0,0,0,1,0,3.3,1,70,1,79.8,3.57,3.5,79.8,31.5,34.44,0.7,0,5.68,1.99,0.14,0,0,0,1.4,5.6,0,4.9,0,5.17,0.16,0.14,25.9,0.18,0.74,0.35,463.4,0,1.44,11.9,0.04,67.2,956.9,23.66,0.43,13.19,0.35,0,0.06,0.14,2.54,0.66,0.08,0.02,0.96,0.35,1.27,0.05,0.44,0.45,0.66,0.52,0.03,1.22,0.82,0.39,0,0,0,0.02,0.01,0.02,0,0,20.03,0.9,2.01,4.08,49,0,0.75,0,0,49.79
Food 820,820,0,1,0,1,0,0,0,0,1,0,2.8,1,170,1,0,0,0,10.2,0,0,6.8,0,1,0.77,0.43,0,2720,11.9,5.1,511.7,0,472.6,0,0,1.04,0,0,3.5,1.04,0,17,0.45,3.25,0,4.45,54.4,1361.7,4.08,0,0,0.72,0,0.73,0.33,0.57,0,0.5,0.31,0.67,0,0.26,0.58,0.14,0,0.67,0.24,0,0.21,0.25,53.16,8.33,1.39,13.21,0.43,0.51,0.02,0,0,3.6,0,0,0,0,0.17,2.28,71.4,0,170
Food 821,821,0,1,0,1,0,0,0,0,1,0,1.7,1,110,1,137.5,9.68,3.08,86.9,59.4,0,8.8,0,4.48,0.16,0.29,0.03,0,39.6,2.2,0,0,3.3,0,2.21,0.31,0,17.6,0.12,0.29,0,16.5,0.08,3.18,15.4,0,246.4,405.9,50.93,4.75,21.1,1.76,1.63,2.08,0.16,3.68,1.05,0.99,0.13,1.21,2.4,2.39,0.77,1.19,2.86,0.85,1.05,0.18,0.87,1.48,5.91,0,0,0.03,0.03,0.04,0.08,0,0,26.09,1.29,4.08,0.02,217.8,0.11,1.21,0,0,68.46
Food 822,822,0,1,0,0,0,0,0,0,0,0,8.1,1,20,1,2.4,0,0.02,0.8,4,0,1.8,0,0.08,0.04,0.03,0,197,0.8,0,6.4,0,5,0,0,0.09,3.42,0,0.11,0.22,0,4,0.05,0.32,0,0.25,5,52.4,0.34,0.01,0,0.03,0,0.04,0.02,0.04,0,0.04,0.04,0.02,0,0,0.04,0.01,0,0.03,0,0,0,0.01,6.57,0.8,3.24,0.03,0.02,0.02,0.01,0,0,0.35,0.02,0,0,0,0,0.88,0.4,0,19.08
Food 823,823,0,1,0,0,0,0,0,0,0,0,3.4,1,60,1,12.6,0.06,0.06,0,181.2,0,0.6,345.6,0.04,0,0.01,0.03,0,0,0.6,2.4,0,7.8,0,0,0.09,0,0,4.37,0.2,0,4.2,0.01,0.58,1.2,0.65,0,98.4,0.84,0.14,0.38,0.02,0,0,0,0,0,0.02,0.01,0.08,0,0,0.01,0,0,0,0,0,0,0.03,9.53,0.12,0,0.03,0.01,0.1,0.03,0,0,0.4,6.24,0.03,0,6.6,0,0.16,0.6,0,51.42
Food 824,824,0,1,0,1,0,0,0,0,1,0,8,1,190,1,172.9,0.38,0.38,5.7,672.6,0,0,0,0.58,0.04,0.06,0.04,0,19,5.7,19,0,39.9,0,0.15,0.51,0,1.9,0.46,0.61,0,0,0,1.35,0,0,370.5,22.8,0,0,2.89,0.1,0,0.01,0.05,0,0,0.17,0,0.25,0,0,0,0,0,0.25,0,0,0.07,0,1.69,0.38,0,0,0.08,0.27,0.17,0,0,10.77,3,7.01,0,165.3,0,0.4,1.9,0,147.55
Food 825,825,0,1,0,1,0,0,0,0,1,0,5.3,1,110,1,0,0,0,3.3,0,0,11,0,0.23,0.06,0.23,0,624.8,0,1.1,15.4,0,31.9,0,0,0.47,0,0,0.55,0.5,0,67.1,0,1.19,0,1.41,38.5,286,0.88,0.12,0,0.22,0,0.01,0.12,0,0,0.29,0.05,0.35,0,0.05,0.24,0.02,0,0.26,0,0,0.1,0.27,20.55,5.06,22.79,0.09,0.06,11.22,0.12,0,0,1.51,0.05,0,0,0,0.11,1.61,2.2,0,103.71
Food 826,826,0,1,0,1,0,0,0,0,1,0,2.1,1,190,1,214.7,4.56,6.84,171,104.5,133.38,11.4,0,7.34,2.97,0.68,0.83,0,0,1.9,9.5,0,0,0,10.41,1.26,0,20.9,0.36,0.42,0,13.3,1.45,5.59,47.5,0.35,397.1,328.7,60.99,9.44,48.11,2.83,3.05,3.96,0.5,6.6,5.06,1.92,0.21,2.33,3.09,1.53,1.23,1.92,1.91,1.81,2.17,0.53,1.6,2.62,1.03,0,0.19,0,0.04,0,0.08,0,0.02,17.25,2.86,2.36,0.21,165.3,0,2.39,0,0,141.23
Food 827,827,0,1,0,1,0,0,0,0,1,0,2.5,1,100,1,111,11.2,1,84,81,93.3,8,0,9.6,0.81,0.33,0,0,3,0,0,0,6,0,17.64,1,0,17,0.2,1.3,0,16,0.18,2.87,21,0.15,218,382,47,3.26,26.44,1.56,1.54,1.76,0.36,3.75,1.55,0.99,0.14,1.41,1.8,2.2,0.67,1.2,2.21,0.91,1.18,0.38,0.97,1.36,1.06,0,0,0,0.06,0.07,0.06,0.02,0,4.48,2.03,3.13,0.14,81,0,1.4,1,0,75.45
Food 828,828,0,1,0,1,0,0,0,0,1,0,2.1,1,140,1,617.4,37.1,3.5,2.8,390.6,0,70,0,5.6,0,1.25,0.29,0,18.2,1.4,2.8,0,0,0,0.01,0.25,0,0,0.48,57.05,0.28,7,0,2.66,112,0.19,746.2,54.6,44.8,1.65,0.17,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.14,112.28,6.58,44.86,0.11,0,0.11,0,0.06,0,12.78,8.96,4.5,13.59,112,0.14,0.1,0,0,52.5
Food 829,829,0,1,0,0,0,0,0,0,0,0,9,1,160,1,19.2,0,0.16,1.6,484.8,0,4.8,0,0.46,0.05,0.42,1,580.8,14.4,1.6,17.6,0,30.4,0,0,0.46,0,0,0.5,34.18,0,244.8,0.12,1.57,17.6,0.31,48,843.2,8,0.69,0,0.27,0.1,0.5,0,0,0,0.37,0.11,0.3,0.01,0,0.11,0.01,0,0.29,0.05,0,0.08,0.21,51.79,3.36,14.58,0.19,0.26,0.35,0.1,0.06,0.24,0,1.48,0.55,0,0,0.16,0.26,0,0,133.38
Food 830,830,0,1,0,0,0,0,0,0,0,0,7.2,1,170,1,76.5,0,0.34,0,229.5,0,52.7,20.4,0.74,0.19,0.66,0.21,34744.6,0,3.4,47.6,18.7,20.4,0,0,4.02,1.87,0,2.62,0.77,0,397.8,0.14,3.98,15.3,2.02,124.1,243.1,11.73,0.92,3.86,0.58,0,0.45,0.15,0,0,0.13,0.05,0.39,0,0,0,0,0,0.32,0.09,0,0,0.15,115.41,8.67,11.49,0.03,0.24,0.1,0.17,0,0.29,2.01,1.49,0.44,0,0,0,1.38,1.7,0,15.73
Food 831,831,0,1,0,0,0,0,0,0,0,0,6.1,1,100,1,168,7.6,6.2,109,33,0.2,6,0,6.52,1.01,0.22,0,0,0,0,15,0,7,0,1.7,0.73,0,1,1.14,0.21,0,43,0.09,2.51,21,0,375,340,37.5,6.11,25.77,1.43,1.72,1.61,0.33,4.17,1.25,0.98,0.11,1.43,1.87,2.08,0.66,0.79,1.5,1.02,1.16,0.17,0.83,1.27,0,0,0,0,0,0.06,0.02,0.02,0,17.7,10.07,4.35,0.05,84,0.1,1.03,0,0,70.9
Food 832,832,0,1,0,0,0,0,0,0,0,0,3.9,1,150,1,175.5,9.15,8.1,103.5,114,123.6,18,0,8.51,1.17,0.35,1.27,100.5,3,0,18,0,0,0,4.91,1.06,0,0,0.42,0.41,1.2,19.5,0.2,3.87,31.5,0,375,487.5,47.55,7.07,21.99,2.38,2.25,3.89,0.5,7.04,1.7,1.5,0.08,2.14,3.18,3.17,0.94,1.65,1.4,1.79,1.31,0.5,1.33,2.47,0.17,0,0,0,0.11,0.06,0.03,0,0,12.57,4.56,5.92,0.38,106.5,0.15,2.46,1.5,0,97.28
Food 833,833,0,1,0,1,0,0,0,0,1,0,4.2,1,180,1,153,0.72,0.72,5.4,835.2,0,12.6,73.8,1.4,0,0.36,0.05,0,100.8,5.4,14.4,0,27,0,0,2.82,0,0,0.49,0.22,0,12.6,0,5.69,7.2,0,376.2,203.4,6.12,0.34,10.53,0.26,0,0.12,0.06,0,0,0,0.05,0,0,0,0.03,0,0.06,0,0,0,0,0,40.75,12.6,51.41,0.09,0.13,0.13,0.27,0,0.09,7.15,2.06,4.94,15.7,23.4,0.18,3.49,1.8,0,51.82
Food 834,834,0,1,0,0,0,0,0,0,0,0,1.4,1,120,1,153.6,29.88,0.12,0,67.2,0.12,4.8,0,7.94,0.21,0.31,0.77,0,1.2,0,3.6,0,0,0,0.1,0.32,0,0,0.29,0.19,0.6,146.4,0.16,6.77,22.8,0.09,218.4,3360,37.2,1.75,13.74,1.72,1.77,2.68,0.28,3.3,1.42,1.19,0.19,1.27,1.78,2.13,0.18,1.05,1.32,1.19,1.05,0.19,0.09,0.89,23.5,6.48,0,0.02,0,0.08,0.01,0.04,0.05,9.44,11.11,8.24,6.81,73.2,0,1.21,0,0,70.79
Food 835,835,0,1,0,0,0,0,0,0,0,0,1.7,1,80,1,176,6.8,2.48,53.6,72,73.2,1.6,0,5.04,1.11,0.31,0.53,53.6,4,0,0,0,0,0,2.62,0.34,0,0,0.26,0.65,0,23.2,0.11,2.27,12.8,0.09,162.4,268,27.44,4.72,15.9,1.32,1.12,1.62,0.24,3.12,0.9,0.75,0.14,1.06,1.61,1.58,0.59,0.95,0.82,0.79,0.82,0.24,0.67,1.18,0.3,0,0,0,0.08,0.03,0.08,0,0.06,14.26,4.06,5.39,2.14,52,0,1.05,0.8,0,52.62
Food 836,836,0,1,0,0,0,0,0,0,0,0,5.3,1,90,1,225,0,0,0,178.2,0,0,0,4.89,0.14,0.13,0,0,0,1.8,11.7,0,10.8,0,0,0.02,0.36,0,0.38,0.56,0,2.7,0.04,2.5,0.9,0,1.8,0,0.63,0.02,0,0.2,0,0.13,0.13,0,0,0.07,0.04,0.15,0.36,0,0,0,0.04,0.14,0,0,0,0,1.13,3.6,0,0,0,0.03,0,0.05,0,0.78,0.02,0,0,0,0,1.6,26.1,0,66.04
Food 837,837,0,1,0,1,0,0,0,0,1,0,4.8,1,70,1,305.9,6.02,2.94,2.1,222.6,0,2.8,0,0,0.07,0.16,0.29,0,0,1.4,0.7,0,5.6,0,0,0.18,0,0,0.2,0.18,0,9.1,0,0.69,0.7,0,155.4,91,0,0.78,3.49,0.02,0,0,0.02,0,0,0,0.02,0.08,0,0,0.06,0,0,0.03,0,0,0,0.03,39.82,5.88,5.2,0.05,0,0.08,0,0,0.02,5.5,6.22,2.77,1.27,1.4,0,0.03,0.7,0,1.2
Food 838,838,0,1,0,1,0,0,0,0,1,0,3,1,190,1,872.1,19.38,10.07,256.5,70.3,89.11,119.7,0,6.98,0.3,0.32,0.09,0,0,0,0,0,1.9,0,0,0.38,0,0,0.51,0.04,0,516.8,0.16,3.84,22.8,0.29,182.4,649.8,8.93,3,32.38,0.21,0.05,0,0.06,0.08,0,0.13,0.04,2.16,0,0,0.08,0,0,1.56,0.12,0.01,0.19,1.73,11.02,5.32,38.89,0.06,0,1.46,0.02,0,0,47.37,0.27,1.2,1.69,96.9,0,2.11,1.9,0,11.12
Food 839,839,0,1,0,0,0,0,0,0,0,0,7.5,1,70,1,293.3,14.77,1.47,0,14,0,1.4,0,2.28,0,0.11,0.04,0,0,0,4.2,0.7,7.7,0,0,0.02,0,0,0.05,0.12,0,2.8,0.07,1.56,9.1,0,53.2,93.1,0.07,0,0,0.02,0,0.1,0.08,0,0,0.1,0,0.1,0,0,0.02,0,0,0.11,0,0,0,0,17.66,3.29,0,0,0.08,0.02,0.01,0.03,0.01,14.34,7.08,5.93,0.02,0,0.07,1.32,0,0,4.43
Food 840,840,0,1,0,1,0,0,0,0,1,0,9.2,1,150,1,612,0.45,3.9,1.5,522,15.75,105,0,7.85,0.25,0.54,0.91,0,0,0,6,76.5,1.5,0,0,0.53,0,160.5,58.55,1.01,0.75,981,0.16,3.75,19.5,1.9,274.5,417,11.25,1.5,1.38,0.06,0.12,0.11,0.15,0,0.03,0.14,0.01,0.11,0.11,0.14,0,0,0,0.05,0.09,0,0.14,0,32.61,5.1,3.26,0.03,0.06,0.12,0,0,0.02,40.04,8.53,23.65,2.85,24,0,1.17,0,0,8.34
Food 841,841,0,1,0,0,0,0,0,0,0,0,9.3,1,80,1,260,2.8,9.52,0,35.2,0,0.8,0,0.26,0.19,0.1,0.38,0,0,1.6,0,0,12,0,0.14,0.1,0,10.4,0.3,0.25,0.4,159.2,0.09,0.58,7.2,0.06,170.4,94.4,0.08,0.33,0.5,0.13,0,0.13,0,0,0.05,0.1,0.02,0.12,0.07,0.09,0.06,0,0,0.14,0.14,0,0,0.04,7.5,8.24,17.1,1.42,0.06,0.05,0.05,0,0,3.36,19.42,3.48,0,0,0,1.09,0.8,0,4.06
Food 842,842,0,1,0,1,0,0,0,0,1,0,6.4,1,20,1,0,0,0,0.6,0,0,0.4,0,0.03,0,0,0,4087.6,0,114.4,4,0,7.2,0,0,0.05,1.86,0,0.12,0.04,0,0.2,0.03,0.22,0,0,3.8,4.6,0.34,0,0,0.08,0,0.07,0.03,0,0,0.06,0.02,0.07,0,0.03,0.06,0,0,0.07,0.02,0,0,0,0.39,0.04,0.2,0,0.01,0.04,0,0,0,0.13,0,0,0,0,0.02,0.3,6.8,0,19.48
Food 843,843,0,1,0,1,0,0,0,0,1,0,4.9,1,190,1,296.4,46.55,6.27,144.4,182.4,68.02,5.7,0,7.77,1.93,0.46,0.09,0,0,0,0,0,7.6,0,1.94,1.58,0,0,0.55,1.9,0,22.8,0.14,4.35,19,0.21,39.9,381.9,67.45,5.13,40,2.3,2.79,6.74,0.31,6.11,2.73,1.98,0.07,2.24,3.49,3.45,1.39,1.81,1.17,2.23,2.11,0.18,1.41,2.73,2.19,0,0.04,0,0.04,0.11,0.15,0,0.1,16.11,2.72,1.8,0.27,106.4,0,2.7,0,1.9,126.73
Food 844,844,0,1,0,0,0,0,0,0,0,0,9.1,1,20,1,1.4,0.12,1.14,2.6,4,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0.6,0,0.03,0.03,0,0,0.06,0.08,0,0,0.01,0.3,0.4,0,3,0,0.02,0,0,0,0,0.01,0,0,0,0.01,0.02,0,0,0,0.01,0,0,0.03,0,0,0,0,0.11,0,0,0,0,0,0.01,0,0.02,0.13,0.03,0.06,0,14.2,0,0.65,0,0,18.35
Food 845,845,0,1,0,0,0,0,0,0,0,0,8.4,1,160,1,0,0,0,0,12.8,0,160,0,0.14,0,0.61,0.07,1089.6,6.4,1.6,305.6,16,56,0,0,0.75,0,0,3.22,0.69,0,259.2,0.25,6.7,19.2,1.67,60.8,382.4,1.6,0.21,0,0.64,0,0.69,0.32,0.16,0,0.18,0.23,0.6,0,0.2,0.35,0,0,0.64,0.38,0,0,0.07,49.57,12.16,0.38,7.66,0.38,0.34,0.1,0,0.11,0.72,0.02,0.29,0,0,0.16,1.2,1.6,0,160
Food 846,846,0,1,0,1,0,0,0,0,1,0,2.5,1,180,1,435.6,1.98,0,39.6,599.4,0,9,0,2.46,0,0.13,0.07,0,5.4,1.8,25.2,0,19.8,0,0,0.02,0,0,0.25,0.41,0,18,0,5.76,7.2,0,25.2,75.6,0,0,2.41,0.14,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.09,0.12,0,0,0,162.99,5.22,49.41,0,0.2,0.27,0.09,0.07,0,19.69,5.92,0,0,0,0,2.2,0,0,134.32
Food 847,847,0,1,0,1,0,0,0,0,1,0,6.3,1,140,1,302.4,24.36,3.78,0,81.2,0,162.4,138.6,1.78,0.03,0.51,1.65,0,0,0,2.8,0,1.4,0,0,0.27,0,12.6,23.67,0.2,0.28,9.8,0.18,1.43,30.8,0.35,323.4,410.2,27.16,4.27,6.44,0.15,4.69,2.78,0.24,3.26,1.9,0.11,0,0.2,2.2,2.65,0.23,1.03,1.3,1.32,1.32,0.01,0.88,0.97,24.61,3.64,8.81,0,0,0.08,0.01,0,0,13.36,3.47,5.85,0.21,271.6,0,1.46,0,0,68.71
Food 848,848,0,1,0,0,0,0,0,0,0,0,7.6,1,90,1,112.5,6.12,0,63.9,328.5,0,253.8,0,4.24,0.71,0.32,0.08,227.7,0.9,0,13.5,0,9.9,0,5.27,0.3,0,0,0.19,0.17,1.8,31.5,0.09,2.48,33.3,0.22,171.9,144.9,30.6,10.73,47.76,0.68,1.15,1.84,0.07,2.92,1.42,0.77,0.04,0.82,1.68,2.04,0.63,0.84,0.65,0.97,0.12,0.18,0.8,0.84,8.24,0,0,0.05,0.04,0.04,0,0,0.02,14.99,0.64,0.82,0.19,59.4,0,2.31,0,0,44.33
Food 849,849,0,1,0,1,0,0,0,0,1,0,10,1,120,1,0,0,0,0,0,0,21.6,0,0.58,0,0.71,0,1920,0,4.8,38.4,0,344.4,0,0,0.81,0,0,2.65,0.88,0,145.2,0.19,2.23,0,0.68,211.2,162,11.4,0.07,0,0.6,0,0.54,0.36,0,0.03,0.3,0.3,0.42,0,0.16,0.36,0,0,0.56,0.29,0,0,0.4,38.09,6.6,0,6.61,0.25,0.23,0.14,0,0,2.27,0,0,0,0,0.12,0.52,39.6,0,120
Food 850,850,0,1,0,0,0,0,0,0,0,0,7.8,1,110,1,105.6,9.02,0.22,0,951.5,0,2.2,0,0.2,0,0.21,0,0,0,0,7.7,0,11,0,0,0.08,0,0,0.29,0.12,0,17.6,0,2.16,0,0.08,6.6,74.8,0.22,0,1.53,0.1,0,0,0,0,0,0.08,0.02,0.18,0,0.11,0,0,0,0,0,0,0.01,0,21.79,0.88,7.49,0,0,0,0.09,0.04,0,38.93,9.11,0,0,0,0.11,3.71,0,0,65.63
Food 851,851,0,1,0,0,0,0,0,0,0,0,1.7,1,20,1,23.4,2.66,0.4,0.2,125.2,0,15,0,1.21,0.33,0.06,0.16,62,0.2,0,1,0,28.4,0,0,0.08,0,0,0.05,0.22,1.72,9.6,0.01,0.56,6.6,0.01,63.8,27,2.82,0.44,4.66,0.13,0.03,0.47,0.05,0.57,0.01,0.05,0.01,0.2,0.31,0.12,0.03,0.17,0.2,0.23,0.01,0.01,0.2,0.18,12.97,0.68,0.44,0.01,0,0,0.02,0.01,0.03,2.08,0.01,0.94,0,14.2,0,0.24,0.2,0,15.04
Food 852,852,0,1,0,0,0,0,0,0,0,0,1.9,1,50,1,182.5,3.2,0.1,1,12,0,2.5,0,5.66,0.04,0.14,0.15,0,0,1.5,6.5,0,0,0,0.03,0.05,0,0,0.48,0.11,0,3.5,0.03,0.41,20,0.02,268.5,161,10.55,0.43,4.06,0,0.01,0.03,0,1.18,0.4,0.03,0,0.56,0.63,0,0.05,0.31,0,0,0.01,0.07,0.35,0.13,0.02,2.75,0,0.04,0.02,0.02,0,0,0,12.25,0.48,0.6,0.17,34,0.05,0.55,0.5,0,28.87
Food 853,853,0,1,0,1,0,0,0,0,1,0,6,1,180,1,0,0,0.18,3.6,568.8,0,622.8,0,9.83,0.39,0.48,0,162,0,0,10.8,0,48.6,0,0,0.25,36.72,0,2.7,2.23,0,230.4,0.02,7.6,9,0.11,43.2,174.6,10.26,0.58,0.31,0.48,0.23,0.56,0,0.92,0,0.3,0.25,0.6,0,0.06,0.31,0.14,0,0.42,0.18,0,0.17,0.52,42.17,5.04,11.11,0.16,0,0.34,0,0,0,1.78,0.55,0,0,0,0.18,2.47,1.8,0,179.24
Food 854,854,0,1,0,0,0,0,0,0,0,0,8.5,1,60,1,13.8,0,0,0,0,0,0.6,0,0.25,0,0.09,0,153,0,1.8,7.2,0,12.6,0,0,0.06,0,0,0.35,0.2,0,0,0.09,1.79,0,0,11.4,67.2,0,0,0,0.07,0,0.06,0.05,0,0,0.07,0,0.14,0,0,0.08,0,0,0.14,0,0,0,0,0.77,4.08,2.89,0,0.07,0.06,0.05,0,0,0.67,0.17,0,0,0,0,0.62,16.2,0,55.63
Food 855,855,0,1,0,1,0,0,0,0,1,0,1.6,1,190,1,858.8,0,31.54,1.9,758.1,0,117.8,24.7,0,0,0.74,2.83,482.6,28.5,70.3,5.7,0,9.5,0,0,0.21,0,0,0.63,0.1,0,273.6,0.15,2.13,32.3,0.38,387.6,237.5,31.54,0.42,10.3,0.13,0,0.12,0.26,0,0,0.13,0,0.19,0.32,0,0.22,0.1,0,0.21,0.09,0,0.19,0,58.81,5.7,24.74,0.08,0.11,0.17,0.11,0,0,14.99,8.42,7.41,1.14,0,0.19,0.53,41.8,0,27.97
Food 856,856,0,1,0,1,0,0,0,0,1,0,1.4,1,90,1,130.5,7.92,2.25,82.8,60.3,67.68,2.7,0,4.67,0.93,0.43,0.14,60.3,33.3,0,4.5,0,6.3,0,1.58,0.43,0.09,1.8,0.25,0.26,0,13.5,0.15,2.4,20.7,0.06,213.3,283.5,37.71,6.54,18.83,1.64,1.84,2.4,0.4,3.73,1.38,0.91,0.12,1.34,1.97,2.06,0.87,1.01,0.83,1.11,1.1,0.34,1.07,1.29,0,0,0,0.01,0.02,0,0.01,0,0,4.37,2.37,1.93,0.29,78.3,0,0.86,0,0,66.22
Food 857,857,0,1,0,0,0,0,0,0,0,0,6.8,1,190,1,30.4,0,0,0,0,0,15.2,0,0.05,0.17,0.31,0,212.8,0,1.9,58.9,0,34.2,0,0,0.38,0,0,3.29,0.65,0,22.8,0.04,3.27,1.9,0,41.8,309.7,2.28,0.87,0,0.7,0,0.58,0.48,0,0,0.36,0.09,0.72,0,0.03,0.25,0,0,0.61,0.09,0,0,0.36,80.33,9.5,0,0.3,0.44,0.4,0,0,0.06,1.31,0,0,0,0,0,1.63,81.7,0,179.91
Food 858,858,0,1,0,1,0,0,0,0,1,0,2.5,1,170,1,389.3,18.53,4.08,217.6,521.9,96.56,3.4,0,8.05,0.11,0.57,0.05,34744.6,100.3,3.4,18.7,1.7,23.8,0,20.62,0.66,0.51,0,0.61,0.32,0.17,17,0.16,3.91,27.2,0.1,382.5,562.7,54.23,0.49,44.83,2.2,2.09,3.6,0.35,4.88,2.73,1.62,0.05,2.5,2.71,4.07,1.32,1.45,3.61,1.74,0.19,0.11,1.42,2.04,13.14,0,10.64,0,0.03,0.05,0.15,0,0.07,18.36,4.83,13.77,2.98,142.8,0.17,3.74,1.7,0,23.7
Food 859,859,0,1,0,0,0,0,0,0,0,0,2.5,1,30,1,23.4,0.18,0.3,0.3,145.2,0,0.9,0,0,0,0.01,0,0,0,0,0,0,1.8,0,0,0.01,0,0,0.07,0.04,0,0,0,1.01,0,0,2.4,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,1.53,0,0,0.02,0.04,0.01,0,0,0.48,0.41,1,0,0,0.03,0,5.1,0,18.33
Food 860,860,0,1,0,1,0,0,0,0,1,0,8.3,1,90,1,160.2,4.5,0.81,1.8,346.5,0,2.7,0.9,4.2,0.5,0.28,0.28,60.3,4.5,0,0.9,0.9,0,0,0,0.36,0,1.8,0.8,0.21,0,5.4,0.13,4.19,13.5,0,198,260.1,15.93,9.57,12.11,1.33,1.19,2.43,0.19,2.61,0.83,0.86,0.08,0.12,1.57,0.06,0.14,0.88,0.75,0.87,0.87,0,0.02,2.06,0,0,0,0.01,0,0,0.04,1.74,0.02,7.1,5.42,7.56,0.81,66.6,0,0.69,0.9,0,25.17
Food 861,861,0,1,0,1,0,0,0,0,1,0,8.6,1,50,1,35,0.15,0,0.5,627,0,0,0,0.15,0.07,0.09,0,0,0.5,0,2.5,0,6.5,0,0,0.21,0,0,0.18,0,0,0,0.07,0.67,4,0.08,2.5,131,0.85,0.11,0,0.17,0,0.05,0.02,0,0.04,0.01,0,0.14,0.06,0.04,0.09,0.05,0,0.18,0,0,0,0.02,0.63,0.05,0,0,0,0.03,0.06,0,0,0.21,0,0.69,0,0,0,0.74,0.5,0,46.82
Food 862,862,0,1,0,0,0,0,0,0,0,0,8.3,1,160,1,179.2,2.56,7.2,94.4,152,0,1.6,0,7.01,0.82,0.39,0,0,0,0,19.2,0,0,0,3.26,0.76,0,0,0.38,0.27,0.16,6.4,0,3.79,19.2,0,312,1843.2,56.64,0.42,35.06,2.87,2.06,3.77,0.58,6.14,1.99,1.78,0.06,1.76,3.81,2.71,1.06,1.44,1.43,1.55,1.41,0.25,1.21,2.4,0.06,0.16,0,0,0.06,0.18,0.05,0,0.03,18.43,1.76,7.03,0.1,115.2,0,1.09,0,0,92.93
Food 863,863,0,1,0,1,0,0,0,0,1,0,1.1,1,30,1,79.2,2.52,0.9,23.1,381.9,0,0.6,0,1.3,0.31,0.08,0,0,0.9,0,4.2,0,1.8,0,0,0.07,5.4,0,0.22,0.04,0.09,3.3,0.03,0.94,4.8,0,60.9,95.7,9.72,1.57,7.88,0.49,0.38,0.72,0.11,1.16,0.34,0.26,0.03,0.45,0.67,0.62,0.27,0.31,0.38,0.32,0.29,0.08,0.25,0.4,2.08,0.03,0,0.02,0,0,0.02,0,0,20.38,0.53,0.97,0.04,21,0,0.33,0,0,21.73
Food 864,864,0,1,0,0,0,0,0,0,0,0,1.7,1,20,1,106.6,1.5,0.02,0.2,145.6,0,15.8,0,0.89,0.13,0.35,0,17.4,0,0.2,20.6,0,0.8,0,0.01,0.04,0.04,0,0.22,1.26,0,79.4,0.01,0.36,10.6,0.02,48,32.8,0.86,0.25,1.35,0.02,0,0,0,0.01,0,0.04,0,0,0,0,0.04,0.01,0,0.01,0.01,0,0,0.01,11.49,1.9,8.91,0.01,0,0,0.02,0.01,0,1.66,3.63,1.48,0.89,0,0.02,0.51,0.2,0,1.15
Food 865,865,0,1,0,0,0,0,0,0,0,0,10,1,130,1,196.3,13.39,0.39,1.3,512.2,0,109.2,0,0.17,0.04,0.21,0.05,0,0,0,0,0,14.3,0,8.07,0.19,0,0,1.53,0.18,0,109.2,0.14,2.7,0,0.17,13,397.8,0.65,7.1,2.21,0.09,0.01,0.12,0.24,2.72,0.11,0.08,0.03,1.86,0,0,0.06,0.09,0.98,0.14,0.1,0,0,0.91,88.53,6.63,9.24,0,0.04,0.16,0.08,0.04,0.04,12.38,16.81,1.56,2.84,0,0.13,1.57,0,128.7,3.42
Food 866,866,0,1,0,1,0,0,0,0,1,0,7.7,1,40,1,22.4,8.96,0,27.2,352.4,0,0.4,0,1.86,0.1,0.07,0.01,0,0,0,2,0,5.2,0,0,0.07,0,0,0.08,0,0,5.6,0,0.35,4.8,0.01,16.8,4,0.4,0,4.32,0.04,0,0,0,0,0,0.05,0.01,0.05,0,0,0.03,0,0.01,0,0,0,0.02,0,0.06,0.04,0,0.02,0.02,0,0,0,0,5.15,0.81,0.29,0.05,25.2,0,0.48,0,0,32.15
